matchId,tournament,player1,player2,winner,t_round,duration,p1Aces,p1DoubleFaults,p1FirstServePercentage,p1FirstServePointsWonPercentage,p1SecondServePointsWon,p1FirstReturnPointsWon,p1SecondReturnPointsWon,p1BreakPointsWon,p1Winners,p1UnforcedErrors,p1NetApproaches,p1PointsWonAtNet,p1AverageFirstServeSpeed,p1AverageSecondServeSpeed,p2Aces,p2DoubleFaults,p2FirstServePercentage,p2FirstServePointsWonPercentage,p2SecondServePointsWon,p2FirstReturnPointsWon,p2SecondReturnPointsWon,p2BreakPointsWon,p2Winners,p2UnforcedErrors,p2NetApproaches,p2PointsWonAtNet,p2AverageFirstServeSpeed,p2AverageSecondServeSpeed,urlVisited
,Australian Open Slam,Rafael Nadal,Kei Nishikori,Rafael Nadal,Round of 16,197,12,1,71,76,39,33,39,63,36,28,10,19,185,148,2,1,66,67,41,24,41,40,36,51,20,25,178,148,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704401tournament,player1,player2,winner,t_round,duration,p1Aces,p1FirstServePercentage,p1FirstServePointsWonPercentage,p1SecondServePointsWon,p1FirstReturnPointsWon,p1SecondReturnPointsWon,p1BreakPointsWon,p1Winners,p1UnforcedErrors,p1NetApproaches,p1PointsWonAtNet,p1AverageFirstServeSpeed,p1AverageSecondServeSpeed,p1ServePointsWon,p1ReturnPointsWon,p2Aces,p2FirstServePercentage,p2FirstServePointsWonPercentage,p2SecondServePointsWon,p2FirstReturnPointsWon,p2SecondReturnPointsWon,p2BreakPointsWon,p2Winners,p2UnforcedErrors,p2NetApproaches,p2PointsWonAtNet,p2AverageFirstServeSpeed,p2AverageSecondServeSpeed,p2ServePointsWon,p2ReturnPointsWon,urlVisited
Australian Open Slam,Kei Nishikori,Rafael Nadal,Rafael Nadal,Round of 16,197,2,66,67,41,24,41,40,36,51,20,25,178,148,58,35,12,71,76,39,33,59,63,36,28,10,19,185,148,65,42,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704401
US Open Slam,Kei Nishikori,Daniel Evans,Daniel Evans,Round of 128,117,3,54,64,38,24,38,22,24,38,10,18,168,138,52,37,8,48,76,51,36,63,67,27,32,16,24,185,152,63,48,http://www.tennisinsight.com/match_stats_popup.php?matchID=181634156
Wimbledon Slam,Kei Nishikori,Andreas Seppi,Andreas Seppi,Round of 32,184,3,69,64,51,30,51,27,44,45,"
                            ","
                            ",,,60,36,9,60,70,55,36,49,50,44,28,"
								","
								",,,64,40,http://www.tennisinsight.com/match_stats_popup.php?matchID=180604307
ATP World Tour Masters 1000 Madrid,Kei Nishikori,Rafael Nadal,Rafael Nadal,F,103,2,58,65,48,27,48,50,,,,,,,58,30,4,78,72,58,34,,33,,,,,,,69,41,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2014&r=7&p=N409
ATP World Tour Masters 1000 Miami,Kei Nishikori,Roger Federer,Kei Nishikori,Q,129,6,65,64,48,29,48,41,,,,,,,59,39,7,53,70,48,35,,44,,,,,,,60,40,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2014&r=5&p=N552
ATP World Tour Masters 1000 Miami,Kei Nishikori,Novak Djokovic,Novak Djokovic,S,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,,,,,,,0,0,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2014&r=6&p=D643
ATP World Tour Masters 1000 Indian Wells,Kei Nishikori,Tommy Haas,Tommy Haas,R32,91,2,49,70,35,36,35,66,,,,,,,52,39,1,56,63,57,30,,80,,,,,,,60,47,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2014&r=3&p=H355
ATP World Tour Masters 1000 Miami,Kei Nishikori,Marinko Matosevic,Kei Nishikori,R64,79,6,62,67,45,37,45,54,,,,,,,59,57,5,54,62,18,32,,40,,,,,,,42,40,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2014&r=2&p=N552
Australian Open Slam,Kei Nishikori,Dusan Lajovic,Kei Nishikori,Round of 64,109,5,64,83,52,42,52,50,30,27,10,14,174,142,72,51,7,70,58,30,17,,20,17,49,4,7,167,140,49,28,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704204
Barcelona,Kei Nishikori,Roberto Bautista Agut,Kei Nishikori,R32,118,5,58,68,46,45,46,46,,,,,,,59,47,1,66,55,46,31,,57,,,,,,,52,40,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=425&y=2014&r=3&p=N552
Australian Open Slam,Kei Nishikori,Marinko Matosevic,Kei Nishikori,Round of 128,221,6,66,72,52,34,52,47,44,50,11,16,173,137,65,43,14,61,66,43,28,,33,46,63,16,30,176,143,57,35,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704108
ATP World Tour Masters 1000 Miami,Kei Nishikori,Grigor Dimitrov,Kei Nishikori,R32,102,9,59,86,53,26,53,50,,,,,,,72,34,11,60,73,53,13,,0,,,,,,,65,27,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2014&r=3&p=N552
Davis Cup,Kei Nishikori,Santiago Giraldo,Kei Nishikori,Reverse Singles,103,6,63,89,62,30,62,56,,,,,,,79,45,7,49,70,41,11,,0,,,,,,,55,21,http://www.tennisinsight.com/match_stats_popup.php?matchID=182053103
ATP World Tour Masters 1000 Miami,Kei Nishikori,David Ferrer,Kei Nishikori,R16,185,4,56,67,40,37,40,38,,,,,,,55,42,2,58,62,50,32,,50,,,,,,,57,44,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2014&r=4&p=N552
Davis Cup,Kei Nishikori,Alejandro Falla,Kei Nishikori,Singles,110,3,67,68,66,29,66,45,,,,,,,67,43,7,55,71,41,32,,67,,,,,,,57,33,http://www.tennisinsight.com/match_stats_popup.php?matchID=182053101
Washington,Kei Nishikori,Marcos Baghdatis,Marcos Baghdatis,R16,59,1,53,45,38,24,38,25,,,,,,,42,37,6,52,76,47,54,,71,,,,,,,62,57,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=418&y=2013&r=4&p=B837
Australian Open Slam,Kei Nishikori,Donald Young,Kei Nishikori,Round of 32,107,3,54,71,60,51,60,67,30,27,3,7,176,146,66,59,1,64,49,27,29,,25,17,32,15,30,162,140,41,34,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704302
Barcelona,Kei Nishikori,Andrey Golubev,Kei Nishikori,R16,76,3,71,61,47,58,47,50,,,,,,,57,58,0,61,41,42,38,,33,,,,,,,41,42,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=425&y=2014&r=4&p=N552
ATP World Tour Masters 1000 Cincinnati,Kei Nishikori,Feliciano Lopez,Feliciano Lopez,R64,92,5,67,69,54,20,54,25,,,,,,,64,30,12,48,79,61,30,,40,,,,,,,70,35,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2013&r=2&p=L397
ATP World Tour Masters 1000 Madrid,Kei Nishikori,Viktor Troicki,Kei Nishikori,R32,91,1,60,65,57,42,57,41,,,,,,,62,50,3,63,57,37,35,,33,,,,,,,50,37,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2013&r=3&p=N552
ATP World Tour Masters 1000 Madrid,Kei Nishikori,Roger Federer,Kei Nishikori,R16,95,1,68,69,48,26,48,75,,,,,,,62,29,7,64,73,65,30,,28,,,,,,,70,37,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2013&r=4&p=N552
ATP World Tour Masters 1000 Madrid,Kei Nishikori,Pablo Andujar,Pablo Andujar,Q,112,3,69,66,50,29,50,8,,,,,,,61,38,4,65,70,44,33,,27,,,,,,,61,38,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2013&r=5&p=A596
Memphis,Kei Nishikori,Donald Young,Kei Nishikori,R16,67,3,57,81,41,37,41,83,,,,,,,64,52,2,54,62,29,18,,66,,,,,,,47,35,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=402&y=2013&r=4&p=N552
Memphis,Kei Nishikori,Marin Cilic,Kei Nishikori,Q,72,4,66,69,66,26,66,66,,,,,,,68,43,12,54,73,36,30,,50,,,,,,,56,31,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=402&y=2013&r=5&p=N552
Memphis,Kei Nishikori,Feliciano Lopez,Kei Nishikori,F,67,3,65,78,80,26,80,50,,,,,,,79,45,8,66,73,15,21,,0,,,,,,,54,20,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=402&y=2013&r=7&p=N552
ATP World Tour Masters 1000 Indian Wells,Kei Nishikori,Carlos Berlocq,Carlos Berlocq,R32,73,0,76,53,46,9,46,0,,,,,,,51,21,5,78,90,33,46,,44,,,,,,,78,48,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2013&r=3&p=B884
Memphis,Kei Nishikori,Marinko Matosevic,Kei Nishikori,S,38,3,53,64,75,35,75,100,,,,,,,69,48,2,62,64,30,35,,100,,,,,,,51,30,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=402&y=2013&r=6&p=N552
Delray Beach,Kei Nishikori,Ivo Karlovic,Ivo Karlovic,R32,38,0,62,60,44,27,44,100,,,,,,,54,32,3,39,72,64,40,,100,,,,,,,67,45,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=499&y=2013&r=3&p=K336
ATP World Tour Masters 1000 Miami,Kei Nishikori,Victor Hanescu,Kei Nishikori,R64,81,0,58,56,69,41,69,45,,,,,,,61,51,3,57,58,34,43,,66,,,,,,,48,38,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2013&r=2&p=N552
Memphis,Kei Nishikori,Illya Marchenko,Kei Nishikori,R32,89,1,50,66,62,42,62,40,,,,,,,64,44,5,60,57,53,33,,40,,,,,,,55,35,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=402&y=2013&r=3&p=N552
ATP World Tour Masters 1000 Indian Wells,Kei Nishikori,Philipp Petzschner,Kei Nishikori,R64,72,0,69,68,47,25,47,71,,,,,,,61,50,1,43,75,30,31,,33,,,,,,,50,38,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2013&r=2&p=N552
ATP World Tour Masters 1000 Miami,Kei Nishikori,David Ferrer,David Ferrer,R16,82,1,62,56,47,15,47,100,,,,,,,53,31,1,59,84,45,43,,44,,,,,,,68,46,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2013&r=4&p=F401
ATP World Tour Masters 1000 Miami,Kei Nishikori,Xavier Malisse,Kei Nishikori,R32,85,1,53,77,48,40,48,40,,,,,,,63,45,5,44,60,50,22,,100,,,,,,,54,36,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2013&r=3&p=N552
Brisbane,Kei Nishikori,Andy Murray,Andy Murray,S,45,1,52,55,43,19,43,50,,,,,,,50,26,4,70,80,55,44,,60,,,,,,,73,50,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=339&y=2013&r=6&p=MC10
Barcelona,Kei Nishikori,Albert Ramos,Albert Ramos,R16,104,1,64,76,36,32,36,14,,,,,,,61,30,3,58,67,73,23,,40,,,,,,,69,38,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=425&y=2013&r=4&p=R772
Barcelona,Kei Nishikori,Guillermo Olaso,Kei Nishikori,R32,54,3,61,84,68,41,68,100,,,,,,,78,48,0,63,58,38,15,,0,,,,,,,51,21,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=425&y=2013&r=3&p=N552
Brisbane,Kei Nishikori,Tommy Robredo,Kei Nishikori,R16,86,1,64,73,68,31,68,27,,,,,,,71,43,4,48,68,45,26,,0,,,,,,,56,28,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=339&y=2013&r=4&p=N552
Brisbane,Kei Nishikori,Alexandr Dolgopolov,Kei Nishikori,Q,87,5,61,79,66,32,66,50,,,,,,,74,34,4,59,67,62,20,,33,,,,,,,65,25,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=339&y=2013&r=5&p=N552
ATP World Tour Masters 1000 Madrid,Kei Nishikori,Jurgen Melzer,Kei Nishikori,R64,62,2,77,80,38,42,38,100,,,,,,,71,45,2,87,57,40,19,,0,,,,,,,55,28,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2013&r=2&p=N552
ATP World Tour Masters 1000 Shanghai,Kei Nishikori,Di Wu,Kei Nishikori,R64,72,1,65,81,58,45,58,44,,,,,,,73,51,0,60,54,39,18,,33,,,,,,,48,26,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=5014&y=2012&r=2&p=N552
Tokyo,Kei Nishikori,Milos Raonic,Kei Nishikori,F,128,0,64,66,75,29,75,40,,,,,,,69,41,14,62,70,38,34,,40,,,,,,,58,30,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=329&y=2012&r=7&p=N552
Tokyo,Kei Nishikori,Marcos Baghdatis,Kei Nishikori,S,61,2,65,75,80,33,80,66,,,,,,,76,45,0,50,66,41,25,,0,,,,,,,54,23,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=329&y=2012&r=6&p=N552
ATP World Tour Masters 1000 Shanghai,Kei Nishikori,Sam Querrey,Sam Querrey,R32,101,3,58,60,48,11,48,42,,,,,,,55,31,20,57,88,42,40,,36,,,,,,,68,44,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=5014&y=2012&r=3&p=Q927
Tokyo,Kei Nishikori,Tomas Berdych,Kei Nishikori,Q,118,1,59,72,52,35,52,30,,,,,,,64,43,6,56,64,45,27,,66,,,,,,,56,35,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=329&y=2012&r=5&p=N552
Tokyo,Kei Nishikori,Tommy Robredo,Kei Nishikori,R16,116,4,65,78,56,32,56,30,,,,,,,70,48,5,52,67,34,21,,40,,,,,,,51,29,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=329&y=2012&r=4&p=N552
ATP World Tour Masters 1000 Paris,Kei Nishikori,Benoit Paire,Kei Nishikori,R32,95,4,65,76,50,38,50,40,,,,,,,67,49,6,39,61,43,23,,40,,,,,,,50,32,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2012&r=3&p=N552
ATP World Tour Masters 1000 Paris,Kei Nishikori,Gilles Simon,Gilles Simon,R16,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,,,,,,,0,0,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2012&r=4&p=SD32
Brisbane,Kei Nishikori,Marinko Matosevic,Kei Nishikori,R32,102,2,62,64,62,32,62,57,,,,,,,63,45,3,52,67,39,35,,20,,,,,,,54,36,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=339&y=2013&r=3&p=N552
ATP World Tour Masters 1000 Rome,Kei Nishikori,Jeremy Chardy,Jeremy Chardy,R32,70,0,61,57,42,24,42,0,,,,,,,51,25,6,70,75,71,42,,80,,,,,,,74,48,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2013&r=3&p=CA12
Washington,Kei Nishikori,Jack Sock,Kei Nishikori,R32,105,6,58,74,46,23,46,29,,,,,,,62,48,11,50,76,25,25,,50,,,,,,,51,37,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=418&y=2013&r=3&p=N552
ATP World Tour Masters 1000 Rome,Kei Nishikori,Paolo Lorenzi,Kei Nishikori,R64,88,5,68,80,52,41,52,30,,,,,,,71,45,5,53,58,50,19,,0,,,,,,,54,28,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2013&r=2&p=N552
Tokyo,Kei Nishikori,Jurgen Melzer,Kei Nishikori,R32,128,11,64,76,45,32,45,75,,,,,,,65,40,4,69,67,39,23,,37,,,,,,,59,34,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=329&y=2013&r=3&p=N552
Halle,Kei Nishikori,Mikhail Youzhny,Mikhail Youzhny,R16,125,1,70,73,45,29,45,25,,,,,,,65,33,6,68,70,58,26,,57,,,,,,,66,35,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=500&y=2013&r=4&p=Y061
ATP World Tour Masters 1000 Canada,Kei Nishikori,Peter Polansky,Kei Nishikori,R64,121,4,52,64,47,38,47,58,,,,,,,56,48,0,51,61,40,35,,50,,,,,,,51,43,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=421&y=2013&r=2&p=N552
ATP World Tour Masters 1000 Canada,Kei Nishikori,Richard Gasquet,Richard Gasquet,R16,117,5,57,74,40,33,40,27,,,,,,,60,40,5,52,66,51,25,,50,,,,,,,59,40,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=421&y=2013&r=4&p=G628
ATP World Tour Masters 1000 Canada,Kei Nishikori,Andreas Seppi,Kei Nishikori,R32,127,3,57,73,58,33,58,40,,,,,,,67,42,3,55,66,46,26,,33,,,,,,,57,32,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=421&y=2013&r=3&p=N552
ATP World Tour Masters 1000 Shanghai,Kei Nishikori,Jo-Wilfried Tsonga,Jo-Wilfried Tsonga,R16,90,1,63,57,46,9,46,33,,,,,,,53,21,13,62,90,57,42,,44,,,,,,,78,46,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=5014&y=2013&r=4&p=T786
ATP World Tour Masters 1000 Shanghai,Kei Nishikori,Grigor Dimitrov,Kei Nishikori,R64,82,1,58,71,69,14,69,42,,,,,,,70,41,8,52,85,28,28,,0,,,,,,,58,29,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=5014&y=2013&r=2&p=N552
Tokyo,Kei Nishikori,Feliciano Lopez,Kei Nishikori,R16,69,3,57,80,47,36,47,50,,,,,,,66,52,6,52,63,29,19,,66,,,,,,,47,33,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=329&y=2013&r=4&p=N552
Tokyo,Kei Nishikori,Nicolas Almagro,Nicolas Almagro,Q,134,5,55,69,50,26,50,50,,,,,,,60,36,15,58,73,50,30,,83,,,,,,,63,39,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=329&y=2013&r=5&p=A479
ATP World Tour Masters 1000 Shanghai,Kei Nishikori,Jurgen Melzer,Kei Nishikori,R32,108,4,72,75,43,33,43,44,,,,,,,66,42,3,60,66,43,25,,22,,,,,,,57,33,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=5014&y=2013&r=3&p=N552
Basel,Kei Nishikori,Ivan Dodig,Ivan Dodig,R16,57,1,67,56,33,15,33,0,,,,,,,49,22,4,43,84,72,43,,40,,,,,,,77,50,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=328&y=2013&r=4&p=D646
ATP World Tour Masters 1000 Paris,Kei Nishikori,Julien Benneteau,Kei Nishikori,R64,69,4,62,82,60,35,60,60,,,,,,,74,40,5,57,64,52,17,,0,,,,,,,59,25,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2013&r=2&p=N552
Basel,Kei Nishikori,Marco Chiudinelli,Kei Nishikori,R32,92,5,58,68,48,38,48,33,,,,,,,60,51,1,52,61,34,31,,33,,,,,,,48,40,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=328&y=2013&r=3&p=N552
Brisbane,Kei Nishikori,Marin Cilic,Kei Nishikori,Q,157,6,55,77,55,26,55,20,,,,,,,67,40,14,43,73,49,22,,6,,,,,,,59,32,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=339&y=2014&r=5&p=N552
Brisbane,Kei Nishikori,Matthew Ebden,Kei Nishikori,R16,62,1,56,81,71,26,71,50,,,,,,,77,38,3,55,73,47,18,,0,,,,,,,61,22,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=339&y=2014&r=4&p=N552
ATP World Tour Masters 1000 Paris,Kei Nishikori,Richard Gasquet,Richard Gasquet,R16,86,0,50,74,35,18,35,0,,,,,,,55,28,4,51,81,60,25,,30,,,,,,,71,44,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2013&r=4&p=G628
ATP World Tour Masters 1000 Paris,Kei Nishikori,Jo-Wilfried Tsonga,Kei Nishikori,R32,148,4,58,71,62,18,62,16,,,,,,,67,35,15,56,81,42,28,,42,,,,,,,64,32,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2013&r=3&p=N552
Brisbane,Kei Nishikori,Lleyton Hewitt,Lleyton Hewitt,S,150,12,60,72,50,11,50,14,,,,,,,63,31,7,44,88,52,27,,16,,,,,,,68,36,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=339&y=2014&r=6&p=H432
Australian Open Slam,Kei Nishikori,Victor Hanescu,Kei Nishikori,Round of 128,159,6,74,71,56,37,56,44,46,50,"
								","
								",167,140,67,42,6,67,63,46,29,,33,29,38,"
                            ","
                            ",181,146,58,33,http://www.tennisinsight.com/match_stats_popup.php?matchID=177954124
Memphis,Kei Nishikori,Alex Bogomolov Jr.,Kei Nishikori,Q,138,5,60,70,40,49,40,40,,,,,,,58,48,1,56,50,52,29,,44,,,,,,,51,41,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=402&y=2014&r=5&p=N552
Memphis,Kei Nishikori,Benjamin Becker,Kei Nishikori,R16,85,4,65,66,45,35,45,62,,,,,,,59,50,2,48,64,36,33,,37,,,,,,,50,40,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=402&y=2014&r=4&p=N552
Memphis,Kei Nishikori,Michael Russell,Kei Nishikori,S,64,6,59,78,63,46,63,100,,,,,,,72,52,1,65,53,37,21,,50,,,,,,,47,27,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=402&y=2014&r=6&p=N552
Australian Open Slam,Kei Nishikori,Evgeny Donskoy,Kei Nishikori,Round of 32,126,7,68,77,65,31,65,57,29,33,"
								","
								",170,137,73,43,5,55,69,41,23,,25,13,37,"
                            ","
                            ",179,145,57,27,http://www.tennisinsight.com/match_stats_popup.php?matchID=177954306
Australian Open Slam,Kei Nishikori,Carlos Berlocq,Kei Nishikori,Round of 64,138,6,69,72,50,40,50,50,47,31,"
								","
								",167,135,65,48,3,64,60,36,28,,60,24,40,"
                            ","
                            ",185,148,52,35,http://www.tennisinsight.com/match_stats_popup.php?matchID=177954212
Delray Beach,Kei Nishikori,Gastao Elias,Kei Nishikori,R32,116,3,58,63,59,46,59,46,,,,,,,61,50,3,51,53,46,36,,60,,,,,,,50,38,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=499&y=2014&r=3&p=N552
Memphis,Kei Nishikori,Ivo Karlovic,Kei Nishikori,F,90,8,64,86,62,22,62,11,,,,,,,77,33,20,76,77,33,13,,0,,,,,,,66,22,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=402&y=2014&r=7&p=N552
Australian Open Slam,Kei Nishikori,David Ferrer,David Ferrer,Round of 16,130,1,61,53,32,31,32,15,30,65,"
                            ","
                            ",176,139,45,38,6,68,69,48,47,68,64,24,24,"
								","
								",177,142,63,55,http://www.tennisinsight.com/match_stats_popup.php?matchID=177954403
French Open Slam,Kei Nishikori,Jesse Levine,Kei Nishikori,Round of 128,91,2,51,75,56,53,56,73,26,25,"
								","
								",166,138,66,62,1,52,47,29,25,,33,9,33,"
                            ","
                            ",178,147,38,34,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224124
French Open Slam,Kei Nishikori,Grega Zemlja,Kei Nishikori,Round of 64,151,4,63,64,46,39,46,48,43,56,"
								","
								",166,132,58,53,5,48,61,34,36,,60,24,47,"
                            ","
                            ",184,147,47,42,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224212
Wimbledon Slam,Kei Nishikori,Leonardo Mayer,Kei Nishikori,Round of 64,142,2,67,72,54,36,54,42,29,20,"
								","
								",165,138,66,44,5,65,64,41,28,,40,27,28,"
                            ","
                            ",185,165,56,34,http://www.tennisinsight.com/match_stats_popup.php?matchID=180604213
Wimbledon Slam,Kei Nishikori,Matthew Ebden,Kei Nishikori,Round of 128,101,1,67,69,70,32,70,55,32,14,"
								","
								",,,69,46,8,61,68,32,31,,50,20,25,"
                            ","
                            ",,,54,31,http://www.tennisinsight.com/match_stats_popup.php?matchID=180604125
Delray Beach,Kei Nishikori,Teymuraz Gabashvili,Teymuraz Gabashvili,R16,19,1,66,66,33,22,33,0,,,,,,,55,18,2,56,77,85,33,,33,,,,,,,81,44,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=499&y=2014&r=4&p=G681
Barcelona,Kei Nishikori,Marin Cilic,Kei Nishikori,Q,71,2,61,75,50,32,50,62,,,,,,,65,54,5,47,68,25,24,,50,,,,,,,45,34,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=425&y=2014&r=5&p=N552
ATP World Tour Masters 1000 Indian Wells,Kei Nishikori,Santiago Giraldo,Kei Nishikori,R64,58,1,62,77,75,35,75,50,,,,,,,76,50,1,57,64,30,22,,0,,,,,,,50,23,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2014&r=2&p=N552
Barcelona,Kei Nishikori,Ernests Gulbis,Kei Nishikori,S,86,1,62,80,63,35,63,30,,,,,,,74,43,5,59,64,44,19,,0,,,,,,,56,26,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=425&y=2014&r=6&p=N552
ATP World Tour Masters 1000 Madrid,Kei Nishikori,Guillermo Garcia-Lopez,Kei Nishikori,R32,65,1,64,71,55,50,55,71,,,,,,,66,53,2,69,50,38,28,,25,,,,,,,46,34,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2014&r=3&p=N552
ATP World Tour Masters 1000 Madrid,Kei Nishikori,Milos Raonic,Kei Nishikori,R16,126,9,65,73,64,23,64,16,,,,,,,70,30,12,61,76,56,26,,14,,,,,,,69,29,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2014&r=4&p=N552
French Open Slam,Kei Nishikori,Rafael Nadal,Rafael Nadal,Round of 16,122,0,65,53,56,28,56,0,14,39,"
                            ","
                            ",169,139,54,29,1,69,72,67,47,44,63,20,25,"
								","
								",176,139,71,46,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224403
ATP World Tour Masters 1000 Madrid,Kei Nishikori,Ivan Dodig,Kei Nishikori,R64,90,2,70,67,66,38,66,75,,,,,,,67,44,5,57,61,48,32,,25,,,,,,,55,32,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2014&r=2&p=N552
French Open Slam,Kei Nishikori,Benoit Paire,Kei Nishikori,Round of 32,161,1,63,71,52,32,52,42,27,34,"
								","
								",166,135,64,45,6,43,68,46,29,,44,36,64,"
                            ","
                            ",185,140,55,36,http://www.tennisinsight.com/match_stats_popup.php?matchID=180224306
Barcelona,Kei Nishikori,Santiago Giraldo,Kei Nishikori,F,73,2,52,75,52,32,52,71,,,,,,,64,54,2,47,68,25,25,,50,,,,,,,45,35,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=425&y=2014&r=7&p=N552
